Household income,Home Ownership,Count of household members,Household in urban/rural area,population density,Price of Gasoline Affects Travel,Travel is a Financial Burden,Age,Gender,Educational Attainment,More than One Job,Job Category,Count of Car Share Program Usage,Trip Time to Work in Minutes,Best estimate of annual miles,Count of household vehicles,count of children in household,Relationship,Full-Time or Part-Time Worker,Count of Walk Trips,Count of Bike Trips,Level of Physical Activity,Count of adult household members,Public Transportation or Taxi, Passenger to Friend/Family Member or Rental Car, Bicycle or Walk,Race African,Race Asian,Race American Indian,Race Native Hawaiian,Multiple Response Race
8,2,2,1,7,4,4,26,1,4,2,2,0,10,5619.78964580501,2,0,1,1,2,0,2,2,2,4,3,0,0,0,0,0
3,1,3,1,6,2,4,41,1,4,2,1,0,15,3055.37155250357,2,0,1,2,5,2,3,2,4,4,4,0,0,0,0,0
6,1,3,1,5,5,5,31,1,5,2,4,0,30,8334.25714844087,3,0,3,1,0,0,2,3,4,1,4,0,0,0,0,0
8,1,5,1,6,1,3,43,1,3,2,4,0,6,2951.42996428719,3,0,1,1,4,0,2,3,3,1,3,0,0,0,0,0
11,2,2,1,7,4,4,28,1,4,2,4,0,5,10883.1020829054,2,0,2,1,2,0,2,2,3,1,2,0,0,0,0,0
10,1,3,2,2,5,5,47,1,4,2,4,0,10,8835.48728661855,6,0,1,1,2,0,2,2,4,1,4,0,0,0,0,0
8,2,1,1,6,1,2,49,0,4,2,3,0,30,30154.1603140158,6,0,1,1,6,4,2,1,2,1,3,0,0,0,0,0
4,2,1,1,8,2,3,58,0,3,1,1,0,20,4267.0,1,0,1,1,10,0,2,1,1,4,4,0,0,0,0,1
10,1,4,1,2,2,2,36,1,5,2,2,0,36,2555.72730795857,4,0,1,1,0,0,1,2,2,3,2,0,1,0,0,0
11,1,2,1,6,5,5,53,0,5,2,4,0,25,21614.7834386094,2,0,1,1,1,0,2,2,2,3,2,0,0,0,0,0
11,1,5,1,5,4,4,37,1,4,2,4,0,15,15531.5685988807,2,0,1,2,7,3,2,2,4,4,3,0,0,0,0,0
9,2,4,1,2,1,2,40,0,3,2,1,0,12,15000.0,4,0,1,1,5,0,2,2,4,4,4,0,0,0,0,0
6,1,5,2,2,2,2,29,1,5,2,4,0,45,17594.6334170147,7,0,3,1,4,0,3,4,4,4,4,0,0,0,0,0
10,2,2,1,5,3,4,56,0,4,2,4,0,30,6534.24170689236,2,0,1,1,4,0,3,2,3,2,4,1,0,0,0,0
6,1,1,1,3,1,1,40,1,5,2,4,0,5,7910.86531769856,1,0,1,1,4,0,2,1,4,4,4,0,0,0,0,0
8,1,4,1,6,3,3,45,0,5,2,1,0,15,6988.68757659477,2,0,1,1,0,1,3,2,3,3,3,0,0,0,0,0
6,1,2,2,2,3,3,52,1,3,2,3,0,15,9791.14688415527,2,0,1,1,0,0,1,2,2,3,4,0,0,0,0,0
6,1,2,2,1,1,4,46,1,4,2,4,0,15,7164.50301710371,2,0,1,1,40,0,2,2,4,1,4,0,0,0,0,0
6,1,3,1,7,4,4,35,1,5,2,4,0,25,8257.4012442151,2,0,1,1,4,1,2,2,3,1,4,0,0,0,0,0
7,2,1,1,6,3,3,54,0,3,2,4,0,20,6195.17660034037,2,0,1,1,0,0,1,1,3,3,4,0,0,0,0,0
7,1,3,2,1,4,2,58,1,5,2,4,0,10,11991.8245907055,4,0,2,1,5,0,3,3,4,3,4,0,0,0,0,0
7,1,2,1,4,2,2,57,0,3,2,4,0,20,3408.98598067557,3,0,2,1,14,0,1,2,4,1,4,0,0,0,0,0
7,1,5,1,6,2,2,42,0,4,1,4,0,25,10659.4104645015,2,0,1,2,0,0,2,4,2,3,4,0,1,0,0,0
3,1,1,1,3,1,1,69,1,3,2,1,0,15,1274.43000719036,1,0,1,2,35,0,3,1,3,1,4,0,0,0,0,0
3,1,5,1,5,1,2,50,1,3,2,2,0,15,10571.3358144696,3,0,1,1,2,0,3,3,1,4,1,0,0,0,0,0
8,1,2,2,1,4,2,56,1,4,2,4,0,25,11300.5728854724,2,0,2,1,20,0,3,2,2,1,1,0,0,0,0,0
5,2,4,1,6,1,1,42,1,3,2,4,0,200,27003.3512525731,2,0,1,1,15,0,2,2,3,3,4,0,0,0,0,0
3,1,2,2,1,1,2,50,0,3,2,3,0,10,973.82572500574,1,0,1,1,0,0,2,2,1,4,4,0,0,0,0,0
9,2,1,1,7,5,5,29,0,4,2,1,0,45,15415.4633618866,1,0,1,1,30,5,3,1,3,4,4,0,0,0,0,0
10,1,2,2,1,2,2,57,1,5,1,4,0,30,6078.61792853514,2,0,1,1,7,1,3,2,4,1,3,0,0,0,0,0
6,1,4,1,6,1,3,55,1,2,2,1,0,25,11492.8340294933,4,0,2,1,0,0,1,4,4,4,4,0,0,0,0,0
9,1,2,1,2,4,3,51,0,4,2,3,0,40,4850.13827717,2,0,1,1,4,0,2,2,3,3,2,0,0,0,0,0
6,1,1,1,4,2,2,55,0,3,2,1,0,13,25674.5362945607,2,0,1,1,0,0,2,1,2,3,2,0,0,0,0,0
5,1,2,1,6,1,2,54,1,2,2,2,0,15,11828.8920675046,2,0,3,1,3,0,2,2,3,3,2,0,0,0,0,0
10,1,2,1,5,2,2,58,0,3,2,4,0,5,13981.1110898756,2,0,2,1,21,0,2,2,2,1,3,0,0,0,0,0
10,1,3,1,6,4,3,55,1,2,2,2,0,5,2523.96509762767,3,0,2,1,2,0,2,3,4,1,4,0,0,0,0,0
7,1,2,2,1,4,5,25,0,3,1,4,0,45,3320.61911677753,2,0,2,1,0,0,3,2,4,1,4,0,0,0,0,0
11,1,4,1,2,1,2,37,1,5,2,4,0,25,13056.4693326234,2,0,1,1,7,0,3,2,4,4,4,0,0,0,0,0
2,2,4,1,8,3,2,30,0,3,2,4,0,60,35950.3645863853,3,0,2,1,0,0,3,4,2,1,4,0,1,0,0,0
10,1,2,1,6,4,3,58,0,3,2,4,0,25,12991.0235061336,6,0,1,1,3,0,2,2,3,4,4,0,0,0,0,0
10,1,3,1,4,4,4,52,0,3,2,3,0,15,7964.06781743604,5,0,2,1,0,0,2,3,4,1,4,0,0,0,0,0
11,1,3,1,4,4,3,56,1,5,2,4,0,60,17482.0357877997,4,0,1,1,7,0,1,2,4,3,4,1,0,0,0,0
5,1,2,1,5,1,2,55,1,3,2,2,0,20,2998.43730844182,2,0,1,1,0,0,2,2,1,3,4,0,0,0,0,0
6,2,2,1,5,5,3,34,0,2,2,4,0,35,5826.14432905341,2,0,2,1,0,0,2,2,1,1,4,0,0,0,0,0
9,1,3,1,3,5,5,58,0,4,2,4,0,15,15247.4760956883,3,0,1,1,5,0,3,2,3,4,4,0,0,0,0,0
7,2,3,1,7,4,4,35,0,5,2,1,0,30,20410.4893293577,2,1,1,1,7,0,2,2,4,1,4,0,1,0,0,0
6,2,2,1,6,4,4,31,1,5,2,4,0,5,21651.8499322165,2,0,1,1,1,0,2,2,1,1,3,0,0,0,0,0
11,1,5,1,4,5,5,48,1,5,2,4,0,20,20041.8471961952,4,0,2,1,3,0,2,3,4,4,4,0,0,0,0,0
6,1,2,1,3,5,4,55,1,2,2,2,0,5,11650.0347655121,2,0,1,1,4,0,2,2,4,1,2,0,0,0,0,0
5,2,2,1,3,2,2,39,1,1,2,2,0,30,43260.3918811797,1,0,1,1,4,0,2,1,2,1,2,0,0,0,0,0
4,2,1,1,5,4,3,61,1,3,2,4,0,10,13635.0297819014,1,0,1,1,5,0,2,1,4,1,2,0,0,0,0,0
5,1,1,1,4,2,3,64,1,2,2,2,0,15,3021.73454081834,1,0,1,1,0,0,2,1,3,3,2,0,0,0,0,0
4,1,1,1,6,1,2,64,1,3,2,1,0,15,2332.96764694267,1,0,1,2,0,0,2,1,4,2,2,0,0,0,0,0
8,1,3,1,4,5,3,40,1,4,2,4,0,35,13440.3806694608,2,1,1,1,0,0,2,2,3,1,4,0,0,0,0,0
2,2,4,1,5,2,2,35,0,2,2,3,0,20,2687.05199952022,2,0,3,1,3,0,3,4,4,1,4,1,0,0,0,0
9,1,4,1,5,3,4,45,0,4,2,4,0,18,7057.48520872343,4,0,1,1,2,2,2,4,3,3,3,0,0,0,0,0
11,1,3,1,4,4,4,43,0,4,2,4,0,30,9267.37926743586,3,0,1,1,5,0,2,2,2,3,3,0,0,0,0,0
6,1,2,1,5,2,2,35,1,3,2,1,0,60,14016.8695718155,1,0,1,1,14,0,2,1,3,1,2,0,0,0,0,0
8,1,1,1,3,2,4,29,0,5,2,4,0,20,24914.1601076994,2,0,1,1,2,0,3,1,4,1,4,1,0,0,0,0
6,2,1,1,5,4,4,35,1,4,1,1,0,20,7000.0,1,0,1,1,2,0,2,1,1,1,4,0,0,0,0,0
7,1,2,1,5,4,2,60,0,4,2,4,0,60,11849.455193956,2,0,1,1,7,0,2,2,2,3,4,0,0,0,0,0
8,1,2,1,4,4,4,53,1,3,2,2,0,25,14132.0395863419,3,0,2,1,5,0,1,2,2,3,4,0,0,0,0,0
4,2,1,1,4,4,4,24,0,4,2,1,0,20,13233.8343449013,1,0,1,1,0,0,2,1,4,4,4,0,0,0,0,0
8,1,2,1,6,4,3,45,1,4,2,4,0,24,14907.1140978967,3,0,2,1,2,0,2,2,1,4,4,0,0,0,0,0
11,1,4,1,4,1,2,45,1,4,2,4,0,30,14460.0522725595,3,0,1,1,10,0,3,2,4,3,4,0,0,0,0,0
10,1,3,1,4,5,5,48,1,3,2,1,0,30,2155.73511811116,2,0,1,1,2,0,2,2,2,3,4,0,0,0,0,0
9,1,3,1,4,1,3,43,0,4,2,4,0,30,9789.10275224263,2,0,1,1,0,0,2,2,2,3,4,0,0,0,0,0
5,1,5,2,2,1,1,43,1,3,2,2,0,15,12582.2929718154,5,0,1,1,4,0,2,4,4,4,4,0,0,0,0,0
7,1,2,2,2,1,3,62,1,2,1,4,0,20,13521.08704786,2,0,1,1,5,0,2,2,4,4,4,0,0,0,0,0
3,2,2,2,2,2,2,22,1,3,2,2,0,10,2400.23492780458,2,0,1,1,3,0,2,2,2,1,4,0,0,0,0,0
6,1,2,2,3,5,3,54,1,3,2,4,0,80,18850.5142078718,3,0,1,1,7,0,2,2,4,4,4,0,0,0,0,0
10,1,2,1,6,4,4,65,1,5,2,4,0,27,11272.784309633,2,0,2,1,7,0,3,2,3,3,4,0,0,0,0,0
11,1,3,1,4,4,3,33,1,5,2,4,0,30,18612.1248604335,1,1,2,1,2,0,1,2,2,1,2,0,0,0,0,0
9,1,2,1,5,2,2,44,0,4,2,4,0,30,11964.9949609697,2,0,1,1,3,0,1,2,3,1,2,0,0,0,0,0
6,1,2,2,2,3,3,31,1,5,1,4,0,15,1281.03882867178,2,0,1,1,0,0,2,2,3,1,4,0,0,0,0,0
9,1,2,1,5,3,2,60,0,5,2,4,0,75,20406.1395409428,2,0,1,1,4,0,2,2,2,1,4,0,0,0,0,0
11,1,2,1,3,5,5,61,0,5,2,4,0,90,16863.3122877117,3,0,1,1,7,0,2,2,4,3,4,0,0,0,0,0
5,1,2,2,1,1,1,62,0,2,2,1,0,15,9100.07186791926,3,0,1,2,0,0,2,2,2,4,4,0,0,0,0,0
9,1,3,1,6,5,4,50,1,4,1,2,0,30,10621.6491628909,5,0,1,2,14,0,2,2,2,1,4,0,0,0,0,0
6,2,6,1,6,2,2,44,1,4,2,4,0,8,16776.5890219869,2,0,1,2,5,0,3,2,4,1,4,0,0,0,0,0
8,1,2,2,2,2,1,66,1,3,2,2,0,10,12123.5749276853,2,0,2,1,0,0,1,2,2,1,4,0,0,0,0,0
6,1,1,1,6,2,2,31,0,4,2,4,0,45,25080.0,1,0,1,1,5,0,2,1,3,3,3,1,0,0,0,0
11,1,2,1,6,4,4,57,1,5,2,4,0,30,10368.5076390215,3,0,2,1,2,0,2,2,1,4,4,0,1,0,0,0
11,1,1,1,6,4,4,61,0,4,2,4,0,8,8438.50643290099,1,0,1,1,2,0,3,1,3,1,2,0,0,0,0,0
7,2,1,1,5,4,4,45,1,5,2,4,0,3,1880.217714745,1,0,1,1,0,0,2,1,4,3,2,0,0,0,0,0
5,1,2,1,7,1,1,40,1,3,1,4,0,45,7371.1680370991,1,0,1,1,20,0,1,1,4,4,4,1,0,0,0,0
9,1,3,1,7,1,3,27,0,3,2,4,0,40,9921.79968748927,3,0,3,1,0,0,3,3,3,3,2,0,0,0,0,0
11,1,1,1,3,3,3,47,0,5,2,4,0,30,1000.0,3,0,1,1,5,0,3,1,2,3,1,0,0,0,0,0
7,2,1,1,8,4,3,53,0,5,2,4,0,35,10116.9593033206,1,0,1,1,7,0,2,1,3,4,2,0,1,0,0,0
7,1,2,1,4,2,2,57,1,5,2,4,0,70,8.02402807740319,3,0,1,1,21,0,2,2,4,1,2,0,0,0,0,0
11,1,4,1,5,5,4,47,1,5,1,4,0,60,50375.3394492301,4,0,1,1,15,2,3,2,2,1,2,0,0,0,0,0
6,1,2,1,5,2,4,28,1,4,2,4,0,25,7445.98012146774,2,0,1,1,2,0,2,2,2,3,4,0,0,0,0,0
6,1,2,2,1,5,2,52,1,5,1,2,0,30,26907.0167373539,2,0,1,1,3,1,2,2,4,4,4,0,0,0,0,0
6,1,2,1,7,2,2,36,1,4,2,4,0,10,7707.0012518905,2,0,1,1,7,0,2,2,1,1,3,0,0,0,0,0
11,1,2,1,4,5,4,55,1,5,2,4,0,15,1819.32567917195,2,0,2,1,7,0,2,2,4,1,2,0,0,0,0,0
6,1,1,1,6,2,2,61,0,5,2,4,0,90,62813.8989141874,2,0,1,1,14,0,2,1,1,4,4,1,0,0,0,0
6,1,2,1,5,3,3,57,0,2,2,4,0,5,904.414724123557,2,0,2,1,4,1,3,2,4,1,2,0,0,0,0,0
7,1,3,1,4,4,2,30,1,4,2,4,0,30,6698.35437949918,2,0,2,1,0,0,2,2,2,1,4,1,0,0,0,0
7,1,3,1,3,3,3,26,1,4,1,4,0,8,52334.8275093,3,0,3,2,0,0,3,3,3,4,3,0,0,0,0,0
6,1,2,1,5,2,3,73,0,4,2,2,0,45,11226.4848861342,3,0,1,2,28,0,2,2,2,3,4,0,0,0,0,0
5,1,4,1,4,2,2,34,1,3,2,2,0,30,6762.75009487007,2,0,1,1,0,0,1,2,2,1,4,0,0,0,0,0
9,1,4,1,3,2,3,44,0,5,2,4,0,28,11213.1443382263,2,0,1,1,3,0,2,2,1,1,4,0,0,0,0,0
6,2,4,1,6,2,1,35,0,4,2,4,0,30,15802.9410693276,2,1,1,1,2,0,2,3,4,4,4,0,1,0,0,0
7,1,2,1,4,5,4,64,1,4,2,4,0,5,1231.69308721665,2,0,2,1,5,0,2,2,2,3,3,0,0,0,0,0
10,1,6,1,6,5,5,38,1,5,2,4,0,2,16855.2947868808,2,0,2,2,0,0,2,2,3,3,3,0,0,0,0,0
9,1,1,1,2,4,3,76,0,4,2,2,0,12,10457.6713281367,2,0,1,2,12,0,2,1,3,4,4,0,0,0,0,0
8,1,2,1,1,1,1,58,0,3,1,4,0,5,8466.92776606241,2,0,1,1,0,0,2,2,4,1,3,0,0,0,0,0
11,1,2,1,5,4,4,48,1,4,1,4,0,10,2855.09002947835,5,0,1,1,7,0,2,2,3,3,3,0,0,0,0,0
9,2,2,1,5,2,4,32,0,4,2,4,0,45,4190.51437258653,2,0,2,1,21,0,3,2,3,2,2,0,0,0,0,0
10,1,2,1,5,2,2,43,1,5,2,4,0,17,19146.7483843001,2,0,1,1,7,0,2,2,4,4,4,0,0,0,0,0
7,1,1,1,6,4,3,62,1,5,1,4,0,20,6286.98996012186,1,0,1,1,6,0,2,1,3,1,2,0,0,0,0,0
6,1,2,1,5,3,3,54,1,2,2,4,0,5,8849.92650851226,2,0,1,1,5,1,3,2,4,1,2,0,0,0,0,0
10,1,3,1,5,4,4,36,0,5,2,4,0,25,8662.24995019164,2,1,1,1,11,0,3,2,3,3,3,0,0,0,0,1
7,1,2,1,2,3,3,56,0,2,2,3,0,7,3529.39355558631,2,0,2,1,14,0,2,2,4,4,4,0,0,0,0,0
6,1,2,1,5,2,2,54,1,3,2,4,0,10,8109.36098881483,2,0,1,1,7,0,2,2,4,4,4,0,0,0,0,0
10,1,2,1,2,5,5,57,0,4,2,4,0,4,5312.88907420222,6,0,1,1,1,0,3,2,3,4,4,0,0,0,0,0
8,1,2,1,3,5,5,51,1,3,2,2,0,4,11167.0,2,0,1,1,0,0,3,2,4,1,4,0,0,0,0,0
10,1,2,1,5,2,4,52,1,5,2,4,0,12,15814.3964197325,2,0,1,1,2,0,2,2,4,3,1,0,0,0,0,0
7,1,2,1,6,1,2,55,0,3,2,4,0,20,8787.08016037089,3,0,1,1,6,1,3,2,4,3,4,0,0,0,0,0
11,1,3,1,7,4,2,51,1,5,2,4,0,7,8979.11751646578,2,0,2,1,0,0,1,3,1,1,2,0,0,0,0,0
7,1,4,2,2,2,2,38,0,4,2,4,0,8,10963.2884331763,2,2,1,1,21,0,2,2,4,4,4,0,0,0,0,0
6,1,1,1,4,2,2,66,1,5,2,4,0,15,9697.11330130242,1,0,1,1,3,0,2,1,4,3,4,0,0,0,0,0
5,1,1,1,5,2,2,60,1,4,2,2,0,20,3614.1867988593,1,0,1,1,5,0,2,1,4,3,4,0,0,0,0,0
7,1,2,1,5,4,4,31,0,5,2,4,0,35,14538.6394270431,2,0,2,1,10,0,3,2,4,4,4,0,0,0,0,0
9,1,4,1,2,4,4,40,1,5,2,4,0,20,14846.3553676522,3,0,1,2,7,0,2,2,4,1,4,0,0,0,0,0
7,1,1,1,6,3,2,30,0,4,2,4,0,25,17673.3538945529,1,0,1,1,2,0,2,1,2,3,4,0,0,0,0,0
9,1,3,1,5,5,4,73,0,4,1,4,0,20,7186.44678221541,3,0,1,2,0,0,2,3,4,2,4,0,0,0,0,0
9,1,1,1,6,4,3,54,1,5,2,4,0,40,5698.06053594581,2,0,1,1,3,0,2,1,4,1,4,0,0,0,0,0
10,1,2,1,5,5,5,32,1,4,2,4,0,7,10791.7290986323,2,0,2,1,2,0,2,2,4,1,4,0,1,0,0,0
3,2,2,1,7,2,3,31,1,3,2,1,0,30,9714.89059110581,1,0,7,2,3,0,3,2,3,3,2,0,0,0,0,0
6,1,2,2,1,4,4,73,0,5,1,4,0,50,12872.1274368708,2,0,1,2,5,0,2,2,2,1,4,0,0,0,0,0
9,1,2,1,4,3,2,51,1,3,2,4,0,60,16653.8483669792,2,0,1,1,0,0,2,1,2,1,2,0,0,0,0,0
7,1,2,2,2,2,3,56,1,4,2,4,0,10,20952.8551124228,9,0,1,1,18,0,2,2,4,1,3,0,0,0,0,0
11,1,4,1,6,4,3,57,0,4,2,4,0,60,19757.4658951401,3,0,1,1,5,0,2,2,1,3,4,0,0,0,0,0
8,1,2,2,1,1,2,32,1,3,2,4,0,45,21266.0052774443,3,0,1,1,5,0,1,2,4,3,4,0,0,0,0,0
10,1,4,2,2,4,4,45,0,5,2,4,0,25,7707.95717247716,4,0,1,1,3,0,2,3,4,4,4,0,0,0,0,0
6,1,2,1,6,4,3,52,0,1,2,3,0,15,8831.48856507692,2,0,2,1,0,0,1,2,2,1,4,0,0,0,0,0
9,1,1,1,4,3,3,79,0,5,2,4,0,20,13302.9119418074,2,0,1,1,3,0,2,1,2,4,4,0,0,0,0,0
7,1,2,1,6,4,1,68,1,4,2,2,0,15,12694.9559232884,2,0,2,1,3,0,2,2,4,4,4,0,0,0,0,0
9,1,4,1,7,2,2,49,0,3,2,4,0,40,19854.5454545455,4,0,1,1,28,0,3,4,3,3,4,0,0,0,0,0
11,1,4,1,4,2,4,41,0,3,2,4,0,15,5473.82502545026,2,0,1,1,4,0,2,2,2,1,2,0,0,0,0,0
8,2,2,2,2,1,1,50,1,3,2,2,0,25,19540.6256448471,6,0,2,1,7,0,2,2,4,4,4,0,0,0,0,0
7,1,2,1,3,2,2,68,0,3,2,1,0,20,6499.85748767271,2,0,2,1,1,0,2,2,3,1,4,0,0,0,0,0
5,1,2,1,4,2,4,66,0,3,2,3,0,6,4781.05547348339,2,0,1,2,2,0,3,2,1,1,1,0,0,0,0,0
7,1,2,2,2,4,4,59,0,2,2,3,0,3,13901.7569037469,3,0,2,1,0,0,2,2,4,4,4,0,0,0,0,0
5,1,1,1,3,1,2,45,1,4,2,4,0,11,36447.4611435031,2,0,1,1,7,0,3,1,2,3,4,0,0,0,0,0
10,1,2,1,6,4,4,64,0,5,2,4,0,10,6772.06757925611,2,0,1,1,50,0,2,2,3,3,3,0,0,0,0,0
8,1,4,2,1,2,2,50,0,5,2,4,0,20,4106.73465036742,4,0,2,1,3,0,3,2,4,3,4,0,0,0,0,0
7,2,2,1,5,4,4,46,0,5,2,4,0,10,12958.6945028828,1,0,1,1,5,0,1,2,1,1,4,0,0,0,0,0
8,1,2,1,6,2,3,32,1,4,2,4,0,30,8696.26721611243,2,0,2,1,7,0,3,2,2,1,4,0,0,0,0,0
6,1,1,1,4,2,4,41,0,3,2,3,0,35,10466.1209463503,2,0,1,1,0,0,2,1,2,3,4,0,0,0,0,0
7,1,1,1,6,2,3,65,1,3,2,4,0,45,9374.60032738873,1,0,1,1,6,0,2,1,4,4,4,0,0,0,0,0
11,1,3,1,2,4,4,60,0,5,2,4,0,75,21909.3350998455,4,0,1,1,2,0,3,3,2,3,4,0,0,0,0,0
5,1,1,1,5,4,4,55,0,2,2,3,0,25,309.303509344418,2,0,1,1,0,0,1,1,4,3,4,0,0,0,0,0
9,1,4,1,6,2,4,49,0,4,2,4,0,25,17607.3167098439,3,0,2,1,3,0,2,4,3,1,4,0,0,0,0,0
11,1,2,1,3,3,3,53,1,5,2,4,0,15,18378.5849325504,4,0,2,1,3,0,2,2,4,2,4,0,0,0,0,0
11,1,2,1,4,3,4,68,0,5,2,4,0,10,24437.913913533,3,0,1,2,4,0,3,2,4,4,2,0,0,0,0,0
7,2,3,1,7,5,5,33,1,3,2,4,0,30,12333.1860523225,2,0,2,1,3,0,1,2,3,4,4,1,0,0,0,0
5,1,2,1,4,5,5,26,1,4,2,4,0,15,6579.16659813878,3,0,3,1,3,0,3,2,3,3,3,0,0,0,0,0
9,1,4,1,4,3,3,45,0,3,2,4,0,12,7916.51582766144,2,0,1,1,5,0,3,2,4,4,4,0,0,0,0,0
6,1,3,1,6,4,2,47,0,2,2,4,0,13,21572.1052119416,2,0,1,1,0,0,2,1,3,1,2,0,0,0,0,0
8,1,4,1,5,3,3,28,1,4,2,4,0,20,14335.9402377768,3,0,1,1,2,0,2,4,2,2,1,0,0,0,0,0
6,2,2,1,6,2,4,31,1,4,2,4,0,25,12892.4838266691,1,0,1,1,5,0,2,1,4,4,4,0,0,0,0,0
11,1,1,1,4,5,5,71,1,5,2,4,0,20,7532.62283449377,1,0,1,2,3,0,2,1,1,4,4,0,0,0,0,0
5,1,1,1,3,2,3,42,1,4,2,4,0,20,19988.8758033408,3,0,1,1,5,0,2,1,1,1,4,0,0,0,0,0
5,2,2,1,6,1,1,27,0,4,2,3,0,18,13837.5135227704,2,0,1,1,7,0,1,2,4,1,4,0,0,0,0,0
7,1,7,1,5,2,2,36,1,4,2,1,0,60,17231.2013799466,4,2,3,1,2,0,3,4,4,1,4,0,1,0,0,0
6,1,3,1,2,1,2,41,1,4,2,4,0,20,15202.9931643248,1,0,1,2,6,0,2,1,3,3,2,0,1,0,0,0
4,1,4,2,4,1,2,55,1,5,2,4,0,20,11818.8982308596,2,0,1,1,3,0,2,4,2,4,4,0,0,0,0,0
5,1,2,2,1,3,3,72,1,3,2,4,0,23,29061.2048148563,2,0,1,2,7,0,3,2,4,2,4,0,0,0,0,0
3,1,1,1,4,1,1,55,1,3,1,4,0,30,9624.49577387135,1,0,1,1,5,1,2,1,4,1,4,0,0,0,0,1
11,1,2,1,5,4,4,39,0,5,2,4,0,10,9587.76367914193,2,0,1,1,5,0,3,2,3,3,2,0,0,0,0,0
10,1,2,1,5,4,3,54,1,5,2,4,0,25,29881.0379432839,3,0,2,1,7,0,2,2,4,1,4,0,1,0,0,0
6,2,1,2,1,3,3,60,0,2,2,3,0,15,8113.74497219297,2,0,1,1,4,0,3,1,4,4,4,0,0,0,0,0
8,1,4,1,4,1,1,32,1,4,2,4,0,15,15722.9321956793,2,2,1,1,7,0,2,2,4,1,4,0,0,0,0,0
7,1,1,1,2,4,3,59,0,5,2,4,0,40,19536.8451891234,1,0,1,1,3,0,2,1,2,3,3,0,0,0,0,0
7,1,1,1,5,2,1,56,0,3,2,3,0,35,8423.61379547473,2,0,1,1,11,0,2,1,4,2,4,0,0,0,0,0
10,1,2,1,6,5,3,58,0,5,2,4,0,40,16721.2836255879,2,0,1,1,14,0,2,2,1,4,4,1,0,0,0,0
8,1,3,1,5,4,2,52,1,3,2,4,0,35,1500.0,5,0,1,1,5,1,3,3,4,4,4,0,0,0,0,0
5,2,1,1,5,1,2,34,0,4,2,2,0,105,25219.1804003054,1,0,1,1,15,0,2,1,2,3,4,1,0,0,0,0
4,2,1,2,1,1,2,60,1,5,2,4,0,10,21150.7626580607,1,0,1,1,10,0,3,1,4,1,4,0,0,0,0,0
9,2,2,1,6,5,3,55,0,5,2,4,0,15,7437.09287339724,2,0,2,1,4,0,2,2,3,3,3,0,0,0,0,0
8,1,4,2,1,2,3,43,0,3,2,4,0,10,23536.249418618,8,0,1,1,3,0,2,2,4,1,4,0,0,0,0,0
6,2,2,1,4,2,2,35,1,3,2,2,0,20,8645.66726719838,2,0,1,1,4,0,2,2,4,3,2,0,0,0,0,1
9,1,3,1,5,1,2,54,0,4,2,4,0,35,25679.0195610678,4,0,2,1,7,3,3,3,4,4,4,0,0,0,0,0
6,1,1,2,2,3,3,48,0,3,2,4,0,15,17061.7769169377,1,0,1,1,7,0,3,1,4,4,4,0,0,0,0,0
6,2,2,1,4,4,2,40,1,3,2,2,0,45,17128.970005547,2,0,1,1,1,0,1,2,3,3,3,0,0,0,0,0
10,1,4,1,6,3,4,53,1,2,2,4,0,35,12112.4039407678,5,0,2,1,2,0,2,4,4,1,4,0,1,0,0,0
11,1,2,2,2,4,4,59,0,4,2,4,0,60,17607.7293986937,4,0,1,1,10,0,2,2,2,1,3,0,0,0,0,0
11,1,2,1,5,5,5,54,1,5,2,4,0,25,1746.54925287288,2,0,1,1,14,0,2,2,2,3,2,0,0,0,0,0
11,1,2,1,6,5,5,54,0,4,2,3,0,35,3142.29277856429,2,0,7,1,0,4,2,2,4,4,4,0,0,0,0,0
6,1,1,1,6,1,3,54,0,3,2,4,0,18,5017.88236155566,2,0,1,1,5,0,2,1,1,1,4,0,0,0,0,0
11,1,3,1,5,2,3,55,0,5,2,4,0,5,11405.1252575195,2,0,1,1,6,0,3,2,3,3,3,0,0,0,0,0
7,1,2,1,5,1,2,46,0,5,1,4,0,45,5545.68008545545,2,0,2,1,0,0,2,2,4,1,4,0,0,0,0,0
4,2,2,2,2,2,3,63,1,3,2,1,0,9,20609.2951848682,1,0,1,2,7,0,2,2,4,1,4,0,0,0,0,0
11,1,3,1,6,3,3,29,1,5,2,4,0,15,1550.83240828066,2,1,1,1,2,0,2,2,2,1,4,0,0,0,0,0
6,1,2,1,4,2,3,66,1,4,2,4,0,10,12662.990251119,2,0,2,1,6,0,3,2,3,4,3,0,0,0,0,0
6,1,1,1,6,4,4,29,0,3,2,4,0,30,11187.5839221114,1,0,1,1,0,0,3,1,3,3,4,0,0,0,0,0
6,1,1,2,1,1,3,39,0,3,2,4,0,40,11026.3522688987,2,0,1,1,4,0,2,1,4,1,4,0,0,0,0,0
8,1,3,1,6,2,3,54,0,5,1,4,0,35,19469.8525362643,3,0,2,1,2,0,2,3,3,1,2,0,0,0,0,0
8,1,2,1,5,3,4,56,0,4,2,4,0,20,3840.47349570866,3,0,1,1,7,0,3,2,2,4,4,0,0,0,0,0
7,1,1,1,4,3,3,58,0,4,2,4,0,30,15192.4799261122,1,0,1,1,0,0,2,1,4,3,4,0,0,0,0,0
